単語, SVL, 回数
inconsistent, 8, 19
incorporated, 8, 32
individuality, 8, 1
indulgence, 8, 2
industrialize, 8, 0
indulgent, 8, 3
ineffective, 8, 20
inefficient, 8, 22
inequality, 8, 192
infancy, 8, 3
inferiority, 8, 2
infinitely, 8, 4
inflexible, 8, 7
informative, 8, 9
inhibit, 8, 5
initiation, 8, 4
inject, 8, 61
innate, 8, 6
innkeeper, 8, 0
inseparable, 8, 3
inscription, 8, 7
integral, 8, 29
integrate, 8, 51
integrated, 8, 49
integration, 8, 55
integrity, 8, 91
interact, 8, 73
interactive, 8, 37
intercept, 8, 123
interchange, 8, 0
intercourse, 8, 8
interface, 8, 39
intervene, 8, 94
intimacy, 8, 13
intolerable, 8, 13
intricate, 8, 27
introductory, 8, 8
intruder, 8, 16
intrusion, 8, 13
intuition, 8, 0
invader, 8, 12
invaluable, 8, 17
inventive, 8, 11
investigator, 8, 404
invoice, 8, 11
involuntary, 8, 1
ironic, 8, 18
irrational, 8, 6
irrelevant, 8, 29
ivy, 8, 18
jellyfish, 8, 17
jingle, 8, 0
jobless, 8, 42
joyous, 8, 6
judicial, 8, 67
jurisdiction, 8, 39
juvenile, 8, 10
keenly, 8, 6
landlady, 8, 3
kinship, 8, 1
landmark, 8, 86
landowner, 8, 7
laptop, 8, 90
lawsuit, 8, 241
layout, 8, 10
leafy, 8, 8
legacy, 8, 174
legendary, 8, 103
lender, 8, 161
lesser, 8, 36
liberate, 8, 78
liberation, 8, 121
licensed, 8, 378
lightweight, 8, 33
likelihood, 8, 47
limousine, 8, 11
likeness, 8, 11
literacy, 8, 34
literal, 8, 7
literate, 8, 2
litter, 8, 27
locality, 8, 9
locally, 8, 32
lodger, 8, 0
longing, 8, 5
lookout, 8, 8
luminous, 8, 5
lunar, 8, 34
lunatic, 8, 1
lure, 8, 59
lurk, 8, 14
lust, 8, 2
lyric, 8, 50
magistrate, 8, 20
majestic, 8, 14
mammoth, 8, 12
manifestation, 8, 9
manor, 8, 3
manpower, 8, 18
mar, 8, 55
marginal, 8, 34
marketable, 8, 7
marmalade, 8, 2
mastery, 8, 6
materialism, 8, 5
materialize, 8, 27
maze, 8, 34
meaningful, 8, 70
meaningless, 8, 14
meddle, 8, 9
mediate, 8, 31
medication, 8, 51
melodrama, 8, 4
memorable, 8, 46
merciless, 8, 5
merge, 8, 38
merger, 8, 59
mesh, 8, 10
metric, 8, 49
midway, 8, 55
migrate, 8, 25
migration, 8, 70
millennium, 8, 52
minimize, 8, 34
mint, 8, 14
mischievous, 8, 6
misleading, 8, 33
misty, 8, 5
missionary, 8, 31
mob, 8, 37
mobile, 8, 806
mobility, 8, 54
mockery, 8, 13
module, 8, 41
moody, 8, 35
mop, 8, 6
moth, 8, 2
motto, 8, 25
mourning, 8, 44
mound, 8, 13
movable, 8, 3
mow, 8, 7
multiplication, 8, 1
mum, 8, 43
mumble, 8, 3
mutually, 8, 27
mystical, 8, 13
narrator, 8, 8
narrowly, 8, 64
nationalistic, 8, 3
nationwide, 8, 171
necktie, 8, 2
negligent, 8, 15
negligible, 8, 2
nightfall, 8, 4
nightly, 8, 21
northward, 8, 7
notably, 8, 102
notify, 8, 40
nourishment, 8, 5
novelty, 8, 22
novice, 8, 13
numeral, 8, 5
nurture, 8, 25
obscene, 8, 4
obscurity, 8, 6
observance, 8, 3
obsess, 8, 38
occupational, 8, 3
offset, 8, 109
online, 8, 1428
ongoing, 8, 258
operational, 8, 58
oppressive, 8, 10
orientation, 8, 13
organizational, 8, 3
ostrich, 8, 8
outlaw, 8, 30
overdo, 8, 13
overlap, 8, 19
overpower, 8, 14
ozone, 8, 6
paddle, 8, 4
par, 8, 206
parable, 8, 3
paradoxical, 8, 2
parachute, 8, 24
paraphrase, 8, 4
parental, 8, 18
parting, 8, 10
passerby, 8, 8
pastoral, 8, 2
pavilion, 8, 8
pending, 8, 87
perilous, 8, 20
periodical, 8, 1
permanence, 8, 2
persecute, 8, 13
persecution, 8, 35
perseverance, 8, 6
persistence, 8, 17
pest, 8, 10
pharmacy, 8, 6
philosophical, 8, 15
pickpocket, 8, 0
pier, 8, 7
pilgrim, 8, 33
pirate, 8, 68
placement, 8, 11
plaintiff, 8, 30
plank, 8, 8
planter, 8, 2
platinum, 8, 12
plea, 8, 91
pleasantly, 8, 6
poach, 8, 34
pollute, 8, 18
populate, 8, 47
pornography, 8, 32
portfolio, 8, 58
postgraduate, 8, 3
posture, 8, 13
postwar, 8, 17
potentiality, 8, 0
potentially, 8, 260
practitioner, 8, 24
pragmatic, 8, 16
prairie, 8, 4
preacher, 8, 24
predictable, 8, 31
prehistoric, 8, 8
premium, 8, 116
presenter, 8, 71
presidency, 8, 128
prestigious, 8, 67
pretentious, 8, 10
pretension, 8, 3
preventive, 8, 11
prickly, 8, 2
privatize, 8, 13
pro, 8, 589
problematic, 8, 42
proficiency, 8, 3
processor, 8, 30
profoundly, 8, 18
progression, 8, 14
prologue, 8, 3
propel, 8, 74
proportional, 8, 5
prophecy, 8, 3
prosecution, 8, 102
prosecute, 8, 79
prosecutor, 8, 755
prostitute, 8, 23
protein, 8, 62
purposely, 8, 6
quake, 8, 10
quarterly, 8, 174
query, 8, 36
quiver, 8, 0
quota, 8, 37
questionnaire, 8, 13
quilt, 8, 5
radiation, 8, 52
radiator, 8, 4
radium, 8, 0
raft, 8, 30
raised, 8, 626
ranger, 8, 96
rap, 8, 56
rapidity, 8, 0
rarity, 8, 13
rapture, 8, 5
rave, 8, 20
reactor, 8, 60
readiness, 8, 26
realism, 8, 10
realist, 8, 8
recede, 8, 12
recipient, 8, 57
recital, 8, 2
recognizable, 8, 14
reconsider, 8, 43
reconstruct, 8, 10
reconstruction, 8, 39
recount, 8, 48
recreate, 8, 25
recruitment, 8, 69
reddish, 8, 1
redefine, 8, 6
redesign, 8, 27
reduced, 8, 227
redundant, 8, 7
refill, 8, 6
reformation, 8, 3
reformer, 8, 29
reinforcement, 8, 34
relevance, 8, 19
relic, 8, 14
reliance, 8, 42
relish, 8, 44
reminiscent, 8, 33
removed, 8, 219
repel, 8, 54
reportedly, 8, 363
resentful, 8, 3
resignation, 8, 139
resolute, 8, 13
restricted, 8, 73
retort, 8, 10
retailer, 8, 265
revision, 8, 41
ripple, 8, 31
rite, 8, 3
rivalry, 8, 81
rouge, 8, 17
rotate, 8, 26
runway, 8, 49
rumble, 8, 23
rye, 8, 2
rusty, 8, 19
sanity, 8, 3
sarcastic, 8, 2
scan, 8, 86
scant, 8, 15
scarcity, 8, 8
scenic, 8, 7
screening, 8, 79
screwdriver, 8, 6
scroll, 8, 83
sculptor, 8, 18
scrub, 8, 11
segment, 8, 81
secrecy, 8, 15
sensibility, 8, 20
sensor, 8, 133
sensuous, 8, 0
serene, 8, 5
serial, 8, 43
server, 8, 103
settled, 8, 101
settler, 8, 5
shameless, 8, 11
shareholder, 8, 243
shellfish, 8, 6
shelve, 8, 22
shipment, 8, 53
shooting, 8, 453
shoreline, 8, 5
shove, 8, 30
shrill, 8, 2
shrewd, 8, 4
shudder, 8, 6
sicken, 8, 14
sideboard, 8, 0
siren, 8, 18
skeleton, 8, 55
skid, 8, 20
slash, 8, 114
slaughter, 8, 74
slum, 8, 24
slump, 8, 159
smack, 8, 26
smuggle, 8, 63
smuggler, 8, 55
snapshot, 8, 14
sneak, 8, 54
sneer, 8, 2
sniff, 8, 18
snort, 8, 2
sociable, 8, 2
socialize, 8, 6
socket, 8, 20
solemn, 8, 14
sophistication, 8, 17
southward, 8, 4
sovereign, 8, 44
spacious, 8, 14
spa, 8, 27
spatial, 8, 5
specialty, 8, 20
speculate, 8, 56
spine, 8, 15
spotlight, 8, 107
spouse, 8, 26
sprawl, 8, 15
stabilize, 8, 63
stamina, 8, 6
stammer, 8, 0
standardize, 8, 1
starlight, 8, 5
starter, 8, 80
stationary, 8, 15
stature, 8, 26
statute, 8, 29
sterile, 8, 9
sticker, 8, 25
stimulation, 8, 5
strangle, 8, 6
strategic, 8, 224
streak, 8, 243
stressful, 8, 18
striped, 8, 1
stroll, 8, 22
subconscious, 8, 1
submerge, 8, 13
subordinate, 8, 4
subside, 8, 14
substantially, 8, 53
substitution, 8, 1009
suburban, 8, 38
suffice, 8, 8
sufficiently, 8, 30
superficial, 8, 11
superiority, 8, 15
superstitious, 8, 1
supervisor, 8, 19
supposedly, 8, 46
suspiciously, 8, 4
swirl, 8, 26
symbolism, 8, 25
syndicate, 8, 19
takeover, 8, 113
tack, 8, 28
tar, 8, 17
tavern, 8, 3
tech, 8, 459
temperament, 8, 5
tempting, 8, 30
terrifying, 8, 30
testimony, 8, 134
terrorism, 8, 810
testament, 8, 36
theorist, 8, 5
therapist, 8, 13
tilt, 8, 31
tickle, 8, 7
tonic, 8, 1
thrift, 8, 0
tornado, 8, 3
tow, 8, 24
toxic, 8, 50
trailer, 8, 102
trademark, 8, 1032
transcript, 8, 32
trait, 8, 37
transparency, 8, 89
transplant, 8, 39
traverse, 8, 10
treacherous, 8, 9
trench, 8, 17
tribal, 8, 135
trigger, 8, 230
trio, 8, 73
triumphant, 8, 19
trout, 8, 2
trot, 8, 5
tug, 8, 20
turmoil, 8, 118
turnip, 8, 0
unborn, 8, 4
unbroken, 8, 33
unconditional, 8, 3
uncontrollable, 8, 2
underestimate, 8, 35
underlie, 8, 4
underlying, 8, 64
underwater, 8, 44
undisturbed, 8, 0
unending, 8, 4
unequal, 8, 4
unethical, 8, 0
unfavorable, 8, 4
uneven, 8, 18
unfinished, 8, 20
unfit, 8, 9
unforgettable, 8, 9
unfriendly, 8, 2
unify, 8, 18
unreal, 8, 6
unrelated, 8, 26
unreliable, 8, 24
unsafe, 8, 31
unsettled, 8, 9
unstable, 8, 31
unsuspecting, 8, 6
untie, 8, 0
untrue, 8, 22
unwanted, 8, 29
upgrade, 8, 115
uplift, 8, 23
uproot, 8, 9
velocity, 8, 10
urgency, 8, 39
vegetarian, 8, 7
vent, 8, 27
versus, 8, 108
veteran, 8, 317
vibration, 8, 14
volcanic, 8, 26
victimize, 8, 8
vomit, 8, 12
voucher, 8, 15
vulnerable, 8, 156
wag, 8, 5
waltz, 8, 4
wandering, 8, 15
wardrobe, 8, 32
warehouse, 8, 45
warp, 8, 10
warship, 8, 13
washer, 8, 0
wasp, 8, 25
waterfront, 8, 24
waterway, 8, 19
weaver, 8, 8
wicket, 8, 167
windmill, 8, 6
withhold, 8, 45
workaholic, 8, 6
workplace, 8, 58
worsen, 8, 89
wrapper, 8, 3
wrongdoing, 8, 61
yearn, 8, 3
zoom, 8, 22
abbreviate, 9, 3
abort, 9, 10
abstraction, 9, 1
absurdity, 9, 5
acceleration, 9, 54
acoustic, 9, 16
actuality, 9, 0
activate, 9, 50
addicted, 9, 8
addictive, 9, 13
adequacy, 9, 1
adjacent, 9, 35
adherence, 9, 12
admittance, 9, 1
admittedly, 9, 10
adorable, 9, 22
adornment, 9, 0
adversity, 9, 19
aerobic, 9, 1
afar, 9, 16
affected, 9, 418
affirmation, 9, 6
affix, 9, 6
affluent, 9, 36
aggravate, 9, 37
aggressor, 9, 13
agitate, 9, 9
agonizing, 9, 8
ailment, 9, 12
alienate, 9, 49
akin, 9, 27
alienation, 9, 10
allergic, 9, 5
allergy, 9, 11
allocation, 9, 16
allot, 9, 8
aloof, 9, 5
alpine, 9, 37
alternately, 9, 6
amenity, 9, 18
amiable, 9, 2
amplify, 9, 36
analogous, 9, 5
anarchist, 9, 2
anecdote, 9, 10
anarchy, 9, 8
angelic, 9, 1
animate, 9, 4
antiquity, 9, 18
anytime, 9, 67
animated, 9, 97
apathy, 9, 6
apiece, 9, 50
apprehend, 9, 21
apprenticeship, 9, 12
aptitude, 9, 3
aquatic, 9, 12
archbishop, 9, 40
armful, 9, 0
assassin, 9, 16
assassination, 9, 96
artful, 9, 1
assertive, 9, 11
assimilate, 9, 13
astray, 9, 3
astronomical, 9, 42
attest, 9, 10
auditor, 9, 9
authoritarian, 9, 33
automate, 9, 13
avalanche, 9, 25
automotive, 9, 40
avert, 9, 20
awesome, 9, 51
badger, 9, 11
barbarism, 9, 8
barometer, 9, 13
banjo, 9, 1
barter, 9, 4
battlefield, 9, 66
beet, 9, 3
behavioral, 9, 8
bellboy, 9, 0
beta, 9, 13
billiards, 9, 3
bin, 9, 253
binder, 9, 8
biotechnology, 9, 18
bitch, 9, 7
bizarre, 9, 61
blacken, 9, 10
blizzard, 9, 119
blooming, 9, 3
boarder, 9, 0
boarding, 9, 33
bog, 9, 7
bomber, 9, 245
bondage, 9, 2
bonfire, 9, 4
boon, 9, 21
botanist, 9, 1
boulder, 9, 23
bottomless, 9, 1
boulevard, 9, 30
bowler, 9, 69
bran, 9, 3
breeder, 9, 12
breeding, 9, 44
broadcaster, 9, 178
briefing, 9, 79
browse, 9, 25
buck, 9, 72
burdensome, 9, 6
bust, 9, 61
butler, 9, 67
camouflage, 9, 16
cameraman, 9, 18
canon, 9, 21
captivate, 9, 11
carefree, 9, 8
caretaker, 9, 45
carol, 9, 22
casting, 9, 43
carp, 9, 11
caterpillar, 9, 40
cauliflower, 9, 2
ceaseless, 9, 0
cedar, 9, 6
celestial, 9, 7
censor, 9, 32
censorship, 9, 61
centralize, 9, 3
champagne, 9, 53
chant, 9, 102
chauffeur, 9, 7
cheeky, 9, 8
cheery, 9, 0
childbirth, 9, 13
childless, 9, 5
cholesterol, 9, 1
chronic, 9, 53
chronicle, 9, 50
chunk, 9, 47
circumstantial, 9, 4
cleanliness, 9, 4
clearance, 9, 57
clog, 9, 6
coastline, 9, 15
cocaine, 9, 65
coherence, 9, 3
coke, 9, 17
collaborate, 9, 43
collaboration, 9, 138
colon, 9, 3
commemorate, 9, 52
commercialism, 9, 0
commune, 9, 7
communicator, 9, 3
compassionate, 9, 5
complacent, 9, 14
comprehensible, 9, 2
compulsion, 9, 1
compulsive, 9, 6
computing, 9, 81
condemnation, 9, 51
conceited, 9, 2
conditioner, 9, 15
conditioning, 9, 28
conformity, 9, 1
confound, 9, 12
congenial, 9, 0
congestion, 9, 15
conjecture, 9, 0
connected, 9, 258
consolation, 9, 21
constituency, 9, 38
constable, 9, 21
constituent, 9, 20
contaminant, 9, 1
contamination, 9, 31
contemptuous, 9, 2
contention, 9, 51
contestant, 9, 38
contour, 9, 2
contradictory, 9, 19
converse, 9, 11
conversely, 9, 5
copyright, 9, 49
cosmic, 9, 23
cowardice, 9, 6
crave, 9, 26
credibility, 9, 69
crest, 9, 4
crescent, 9, 14
crimson, 9, 7
crumble, 9, 34
crunch, 9, 18
cuddle, 9, 6
cuisine, 9, 19
cult, 9, 41
cultivator, 9, 0
curb, 9, 99
curfew, 9, 33
cynical, 9, 14
dabble, 9, 8
daffodil, 9, 0
darn, 9, 6
damned, 9, 0
daze, 9, 7
debatable, 9, 7
deceptive, 9, 11
decree, 9, 65
deduct, 9, 5
defenseless, 9, 1
deduction, 9, 7
deform, 9, 7
degrade, 9, 26
denote, 9, 4
denounce, 9, 119
deposition, 9, 8
depot, 9, 34
designation, 9, 34
desirous, 9, 0
detain, 9, 275
detection, 9, 30
deter, 9, 51
deteriorate, 9, 70
devalue, 9, 6
devotee, 9, 4
devoid, 9, 10
diabetes, 9, 25
dictatorship, 9, 45
differential, 9, 4
diffuse, 9, 13
digit, 9, 74
dilute, 9, 11
din, 9, 23
dioxide, 9, 41
disclosure, 9, 53
disconnect, 9, 22
discord, 9, 4
discourse, 9, 12
discoverer, 9, 3
discreet, 9, 16
disfigure, 9, 2
disobedient, 9, 0
disruptive, 9, 31
dissent, 9, 78
distaste, 9, 1
distill, 9, 1
distortion, 9, 9
distracted, 9, 31
diverge, 9, 8
dogma, 9, 8
downfall, 9, 16
downstream, 9, 9
doze, 9, 3
dreamer, 9, 2
dreary, 9, 4
droop, 9, 1
drought, 9, 80
dub, 9, 91
dubious, 9, 15
duchess, 9, 23
duplicate, 9, 8
dynasty, 9, 32
earthworm, 9, 0
ebb, 9, 16
eclipse, 9, 46
ecstatic, 9, 13
effortless, 9, 5
egoist, 9, 0
egoistic, 9, 0
elaboration, 9, 1
elasticity, 9, 1
electrify, 9, 8
embody, 9, 10
elemental, 9, 2
emigrant, 9, 3
empower, 9, 56
empress, 9, 11
encircle, 9, 17
endorsement, 9, 32
enlargement, 9, 1
enlighten, 9, 4
enmity, 9, 5
enrage, 9, 11
enrichment, 9, 16
enrollment, 9, 15
entice, 9, 27
entrust, 9, 8
environmentalist, 9, 35
epic, 9, 59
erroneous, 9, 3
ethic, 9, 17
erupt, 9, 152
evacuate, 9, 101
evacuation, 9, 37
evade, 9, 23
evaporate, 9, 12
eventful, 9, 6
evergreen, 9, 2
evoke, 9, 31
evolutionary, 9, 10
exceeding, 9, 22
excerpt, 9, 29
exempt, 9, 20
exertion, 9, 3
exemption, 9, 32
extended, 9, 226
extinction, 9, 47
extravagance, 9, 3
fabulous, 9, 19
faithless, 9, 0
fatherland, 9, 1
feat, 9, 69
feudal, 9, 7
fictional, 9, 51
fingertip, 9, 10
fishy, 9, 5
fixture, 9, 112
flair, 9, 16
flashing, 9, 13
flaw, 9, 62
flea, 9, 18
floating, 9, 68
footnote, 9, 8
forcible, 9, 2
fore, 9, 8
forearm, 9, 4
forefinger, 9, 0
foreground, 9, 1
foreseeable, 9, 33
foretell, 9, 3
fragrant, 9, 1
freak, 9, 37
freezing, 9, 54
freshen, 9, 5
frivolous, 9, 7
frontal, 9, 13
frugal, 9, 5
fusion, 9, 24
futile, 9, 8
gaily, 9, 0
generator, 9, 37
generic, 9, 25
gentry, 9, 0
geological, 9, 11
glisten, 9, 8
gifted, 9, 30
germ, 9, 11
godmother, 9, 2
grandeur, 9, 4
gorge, 9, 5
granddad, 9, 2
grasshopper, 9, 3
gratification, 9, 3
gravel, 9, 4
gravestone, 9, 2
gravy, 9, 5
grotesque, 9, 2
gunpowder, 9, 14
gutter, 9, 9
gust, 9, 13
ha, 9, 21
handmade, 9, 4
harass, 9, 28
harness, 9, 25
haven, 9, 64
hazardous, 9, 29
haze, 9, 59
hazy, 9, 6
headdress, 9, 2
heath, 9, 11
hectic, 9, 7
heiress, 9, 4
herald, 9, 75
heredity, 9, 2
herring, 9, 8
heroism, 9, 7
highness, 9, 2
hippie, 9, 1
hoe, 9, 2
holly, 9, 14
holocaust, 9, 125
homosexuality, 9, 18
honk, 9, 0
hoot, 9, 3
hormone, 9, 34
horrid, 9, 1
hospice, 9, 5
hospitable, 9, 5
hover, 9, 41
humanist, 9, 5
humane, 9, 22
hygiene, 9, 26
hypocrite, 9, 3
icon, 9, 104
idealist, 9, 3
idly, 9, 6
illegitimate, 9, 11
illiteracy, 9, 5
illogical, 9, 5
immeasurable, 9, 9
immune, 9, 77
immunity, 9, 41
impeach, 9, 22
imperfection, 9, 2
impair, 9, 11
imperialism, 9, 2
impotent, 9, 2
imprudent, 9, 3
inappropriate, 9, 57
inborn, 9, 0
incidental, 9, 3
incoherent, 9, 2
incompatible, 9, 10
inconceivable, 9, 3
inconclusive, 9, 11
inconsistency, 9, 14
indecent, 9, 23
incur, 9, 29
indefinitely, 9, 41
individualism, 9, 5
inefficiency, 9, 11
inescapable, 9, 2
inexplicable, 9, 1
infer, 9, 3
inference, 9, 3
inflammation, 9, 4
infrastructure, 9, 325
infuse, 9, 18
infrequent, 9, 2
infuriate, 9, 23
ingenuity, 9, 11
inhuman, 9, 14
inning, 9, 30
insecure, 9, 13
insecurity, 9, 35
insensitive, 9, 8
insincere, 9, 1
instantaneous, 9, 5
interim, 9, 75
intermission, 9, 2
intern, 9, 22
interviewee, 9, 4
interrogate, 9, 17
intestine, 9, 8
intimidate, 9, 36
intolerance, 9, 28
intolerant, 9, 5
intricacy, 9, 7
intrigue, 9, 27
intrinsic, 9, 6
intuitive, 9, 9
irrelevance, 9, 3
inventory, 9, 42
irresistible, 9, 9
irrigate, 9, 1
irrigation, 9, 6
italic, 9, 0
jack, 9, 269
jackpot, 9, 4
janitor, 9, 0
jest, 9, 3
jigsaw, 9, 4
jointed, 9, 0
jot, 9, 2
judiciary, 9, 44
juggle, 9, 14
justifiable, 9, 6
kidney, 9, 27
kindle, 9, 22
knockout, 9, 41
kiosk, 9, 26
laborious, 9, 5
lamppost, 9, 2
laser, 9, 117
latch, 9, 35
lavish, 9, 28
layman, 9, 5
layoff, 9, 66
ledge, 9, 8
legislature, 9, 40
legitimacy, 9, 44
lengthy, 9, 81
lesbian, 9, 28
lethal, 9, 95
liberalism, 9, 7
lifelike, 9, 3
lighthearted, 9, 7
lime, 9, 5
linguist, 9, 3
linguistics, 9, 2
lioness, 9, 4
loaded, 9, 55
loading, 9, 13
localize, 9, 6
longevity, 9, 21
lordship, 9, 0
lovable, 9, 4
lucrative, 9, 88
loyalist, 9, 43
lukewarm, 9, 6
lyrical, 9, 5
malicious, 9, 32
madden, 9, 15
maneuver, 9, 53
manifesto, 9, 15
manipulate, 9, 66
manipulation, 9, 26
mare, 9, 8
marijuana, 9, 89
marital, 9, 11
martial, 9, 52
massacre, 9, 166
materialistic, 9, 1
maternal, 9, 14
matrix, 9, 8
maxim, 9, 18
maximize, 9, 18
mayonnaise, 9, 3
meager, 9, 11
mechanics, 9, 16
median, 9, 127
mediocre, 9, 10
meek, 9, 4
merchandising, 9, 9
Messrs., 9, 0
metro, 9, 124
midweek, 9, 19
milestone, 9, 80
militant, 9, 1642
mimic, 9, 30
misbehavior, 9, 3
mindless, 9, 2
misdirect, 9, 2
miser, 9, 0
misfit, 9, 10
misguided, 9, 20
mistrust, 9, 21
misuse, 9, 20
mobilize, 9, 39
modem, 9, 6
modernize, 9, 33
momentum, 9, 190
monologue, 9, 10
monotony, 9, 4
monopolize, 9, 0
moor, 9, 10
morale, 9, 36
mosaic, 9, 14
motherhood, 9, 7
motif, 9, 5
mountaineering, 9, 3
mournful, 9, 2
muffin, 9, 0
multinational, 9, 85
munch, 9, 3
muscular, 9, 13
mystify, 9, 3
myriad, 9, 46
mythology, 9, 4
naive, 9, 15
negotiable, 9, 2
negotiator, 9, 91
neutrality, 9, 48
nick, 9, 313
neutralize, 9, 16
nip, 9, 18
norm, 9, 82
northwestern, 9, 44
northeastern, 9, 112
noteworthy, 9, 11
notional, 9, 1
notorious, 9, 74
nucleus, 9, 11
nudity, 9, 10
nutrient, 9, 20
nutritious, 9, 2
objectivity, 9, 2
obligatory, 9, 2
oblivion, 9, 6
observatory, 9, 86
obsession, 9, 23
obsolete, 9, 4
obstruct, 9, 19
obstruction, 9, 16
oddity, 9, 4
occupant, 9, 18
occidental, 9, 6
operative, 9, 77
opt, 9, 119
optical, 9, 25
orchestral, 9, 3
ordeal, 9, 36
ore, 9, 22
organizer, 9, 145
outnumber, 9, 38
outrageous, 9, 44
overdue, 9, 25
overestimate, 9, 12
oversee, 9, 168
oversight, 9, 52
overt, 9, 6
packed, 9, 112
pact, 9, 73
pagan, 9, 12
painstaking, 9, 6
pane, 9, 1
pang, 9, 0
parasite, 9, 27
parish, 9, 10
participle, 9, 0
partition, 9, 5
passable, 9, 2
patriotism, 9, 12
peat, 9, 24
pedestal, 9, 2
peek, 9, 14
penguin, 9, 50
pensioner, 9, 34
periodic, 9, 16
perpetuate, 9, 16
persevere, 9, 6
pervade, 9, 0
perverse, 9, 6
pester, 9, 2
pesticide, 9, 22
petroleum, 9, 54
petty, 9, 51
phenomenal, 9, 22
phonetic, 9, 1
photocopy, 9, 4
pickle, 9, 3
piety, 9, 7
pickup, 9, 57
pinnacle, 9, 20
pinpoint, 9, 33
placard, 9, 27
placid, 9, 8
plaque, 9, 16
plateau, 9, 19
platonic, 9, 1
playwright, 9, 10
plume, 9, 16
plummet, 9, 88
pointless, 9, 10
ply, 9, 13
poke, 9, 53
polished, 9, 11
pollutant, 9, 13
populous, 9, 34
ponder, 9, 18
porridge, 9, 5
posterity, 9, 2
potent, 9, 27
poultry, 9, 24
precarious, 9, 28
prank, 9, 12
predicate, 9, 3
precedent, 9, 48
predominant, 9, 7
premature, 9, 27
preoccupation, 9, 10
preparatory, 9, 9
pretext, 9, 9
preview, 9, 72
prewar, 9, 2
principally, 9, 3
privileged, 9, 29
programmer, 9, 29
prohibition, 9, 27
prone, 9, 36
propeller, 9, 10
protocol, 9, 110
prototype, 9, 59
providence, 9, 9
pry, 9, 3
psychiatrist, 9, 6
psychiatry, 9, 8
psychic, 9, 1
publicize, 9, 24
pulp, 9, 8
puddle, 9, 5
punctuate, 9, 8
punctuation, 9, 6
purge, 9, 23
purify, 9, 5
puzzling, 9, 14
quartz, 9, 6
racist, 9, 61
racism, 9, 69
radiant, 9, 0
radioactive, 9, 25
radius, 9, 18
ramp, 9, 63
rascal, 9, 1
ravage, 9, 60
readable, 9, 3
rearrange, 9, 16
rebuke, 9, 19
recapture, 9, 49
receivable, 9, 0
receptor, 9, 3
reciprocal, 9, 1
recreational, 9, 31
rectangle, 9, 3
rectangular, 9, 11
rectify, 9, 15
recur, 9, 22
recurrence, 9, 6
redden, 9, 1
redeem, 9, 11
redemption, 9, 12
rediscover, 9, 19
redundancy, 9, 6
reef, 9, 27
reenter, 9, 0
reestablish, 9, 3
refund, 9, 26
regiment, 9, 13
rehearse, 9, 16
reluctantly, 9, 12
reindeer, 9, 4
reminder, 9, 95
reminiscence, 9, 0
remnant, 9, 8
renewable, 9, 86
renounce, 9, 17
renown, 9, 1
renowned, 9, 57
repentance, 9, 1
replica, 9, 25
repress, 9, 11
repression, 9, 38
repressive, 9, 24
reproductive, 9, 20
repute, 9, 2
reservoir, 9, 25
residue, 9, 20
resourceful, 9, 3
respectfully, 9, 10
retention, 9, 16
respondent, 9, 50
retrace, 9, 2
retrieve, 9, 67
retrospective, 9, 14
retrospect, 9, 15
reunion, 9, 19
reversal, 9, 35
revolver, 9, 6
rig, 9, 79
rigorous, 9, 43
righteous, 9, 11
rink, 9, 11
roadside, 9, 27
robin, 9, 122
robust, 9, 100
rocker, 9, 28
rogue, 9, 32
runaway, 9, 29
rustic, 9, 2
ruthless, 9, 39
sage, 9, 6
salvation, 9, 7
sampling, 9, 11
sanction, 9, 629
sanctuary, 9, 33
sap, 9, 27
sarcasm, 9, 10
sardine, 9, 5
scholarly, 9, 6
scripture, 9, 2
scrutiny, 9, 100
secular, 9, 51
seduce, 9, 5
seeming, 9, 19
segregate, 9, 9
segregation, 9, 14
seizure, 9, 48
semiconductor, 9, 27
sensory, 9, 3
separable, 9, 0
sequel, 9, 65
setback, 9, 65
severity, 9, 20
sewer, 9, 5
shaped, 9, 63
sherbet, 9, 0
sheriff, 9, 63
shipbuilding, 9, 3
shoelace, 9, 2
shoplift, 9, 4
shopper, 9, 89
showroom, 9, 5
showy, 9, 3
shun, 9, 30
sibling, 9, 62
sickly, 9, 2
siege, 9, 134
sift, 9, 18
signing, 9, 326
silhouette, 9, 23
signpost, 9, 2
silicon, 9, 89
silvery, 9, 2
simulation, 9, 22
sinister, 9, 7
sinner, 9, 2
skeptical, 9, 67
skepticism, 9, 51
slab, 9, 9
slack, 9, 21
sled, 9, 4
sliding, 9, 36
sling, 9, 17
smelt, 9, 1
snob, 9, 0
snowball, 9, 14
snub, 9, 43
snug, 9, 2
soaked, 9, 25
socioeconomic, 9, 8
sociological, 9, 1
solicitor, 9, 8
solicit, 9, 23
sonata, 9, 0
southeastern, 9, 54
southwestern, 9, 28
sovereignty, 9, 42
soybean, 9, 3
spank, 9, 0
specialized, 9, 39
specification, 9, 19
spectrum, 9, 75
speck, 9, 3
speculative, 9, 10
speechless, 9, 7
spinner, 9, 24
spinning, 9, 33
spiral, 9, 69
splinter, 9, 25
spokesperson, 9, 131
spontaneity, 9, 1
spreadsheet, 9, 9
squad, 9, 484
squarely, 9, 9
squeak, 9, 3
starch, 9, 3
stairway, 9, 6
steamboat, 9, 1
steeple, 9, 2
